Activity	Subject	tBodyAccMeanX	tBodyAccMeanY	tBodyAccMeanZ	tBodyAccStdX	tBodyAccStdY	tBodyAccStdZ	tGravityAccMeanX	tGravityAccMeanY	tGravityAccMeanZ	tGravityAccStdX	tGravityAccStdY	tGravityAccStdZ	tBodyAccJerkMeanX	tBodyAccJerkMeanY	tBodyAccJerkMeanZ	tBodyAccJerkStdX	tBodyAccJerkStdY	tBodyAccJerkStdZ	tBodyGyroMeanX	tBodyGyroMeanY	tBodyGyroMeanZ	tBodyGyroStdX	tBodyGyroStdY	tBodyGyroStdZ	tBodyGyroJerkMeanX	tBodyGyroJerkMeanY	tBodyGyroJerkMeanZ	tBodyGyroJerkStdX	tBodyGyroJerkStdY	tBodyGyroJerkStdZ	tBodyAccMagMean	tBodyAccMagStd	tGravityAccMagMean	tGravityAccMagStd	tBodyAccJerkMagMean	tBodyAccJerkMagStd	tBodyGyroMagMean	tBodyGyroMagStd	tBodyGyroJerkMagMean	tBodyGyroJerkMagStd	fBodyAccMeanX	fBodyAccMeanY	fBodyAccMeanZ	fBodyAccStdX	fBodyAccStdY	fBodyAccStdZ	fBodyAccMeanFreqX	fBodyAccMeanFreqY	fBodyAccMeanFreqZ	fBodyAccJerkMeanX	fBodyAccJerkMeanY	fBodyAccJerkMeanZ	fBodyAccJerkStdX	fBodyAccJerkStdY	fBodyAccJerkStdZ	fBodyAccJerkMeanFreqX	fBodyAccJerkMeanFreqY	fBodyAccJerkMeanFreqZ	fBodyGyroMeanX	fBodyGyroMeanY	fBodyGyroMeanZ	fBodyGyroStdX	fBodyGyroStdY	fBodyGyroStdZ	fBodyGyroMeanFreqX	fBodyGyroMeanFreqY	fBodyGyroMeanFreqZ	fBodyAccMagMean	fBodyAccMagStd	fBodyAccMagMeanFreq	fBodyBodyAccJerkMagMean	fBodyBodyAccJerkMagStd	fBodyBodyAccJerkMagMeanFreq	fBodyBodyGyroMagMean	fBodyBodyGyroMagStd	fBodyBodyGyroMagMeanFreq	fBodyBodyGyroJerkMagMean	fBodyBodyGyroJerkMagStd	fBodyBodyGyroJerkMagMeanFreq	"angletBodyAccMean,gravity"	"angletBodyAccJerkMean,gravityMean"	"angletBodyGyroMean,gravityMean"	"angletBodyGyroJerkMean,gravityMean"	"angleX,gravityMean"	"angleY,gravityMean"	"angleZ,gravityMean"
STANDING	4	0.280499746	-0.009489111	-0.096157491	-0.97692058	-0.861597379	-0.896880538	-0.979461749	-0.859936149	-0.890022526	-0.910069068	-0.481628821	-0.756272949	0.828504749	0.641330127	0.807574318	-0.910601304	-0.998738703	-0.985918304	-0.974414689	-0.982695911	-0.882957408	-0.882997324	-0.420718403	-0.3035215	-0.290459935	0.179009611	-0.033672675	0.036006001	0.002882999	-0.043916304	0.04180311	0.06090473	-0.019995378	0.133948245	-0.095264981	0.082190318	-0.219252399	0.060714245	-0.343441267	0.106119812	0.956197791	-0.075900906	0.166893826	-0.972908356	-0.917613465	-0.899404775	-0.973425791	-0.918383722	-0.900663707	0.888670523	-0.081900101	0.177248973	0.964765149	-0.07621656	0.143234162	-0.419735047	0.880840062	-0.989804388	-0.941932422	-0.975099291	-0.922096281	-0.905632201	-0.922885205	-0.996254196	-0.249804079	-0.33851538	0.351601064	-0.36469663	0.377913489	-0.580530541	0.553268549	-0.553355734	0.565422231	-0.6039298	0.605390697	-0.606434063	0.60429072	-0.166853803	-0.686876727	0.347788685	0.072132838	-0.006530157	-0.021188989	-0.972586542	-0.938354678	-0.973054201
WALKING	4	0.278582015	-0.014839948	-0.111403065	-0.440829971	-0.078826737	-0.586252807	-0.463240807	-0.088247911	-0.577853992	-0.274067506	0.000394427	-0.508430021	0.38525393	0.189391669	0.642790533	-0.328803393	-0.841171533	-0.832864639	-0.91765634	-0.502868109	-0.268586712	-0.590794151	0.388412858	0.299388429	-0.030248737	-0.335783449	0.366465623	-0.186494542	0.092008474	-0.246262982	0.249393319	-0.013031936	0.096615848	-0.183172565	0.159107718	-0.080185659	0.056948568	0.179301198	0.1182436	0.186199355	0.963999697	-0.085854027	0.127764113	-0.983826495	-0.967963221	-0.962968112	-0.984322929	-0.968789104	-0.963089177	0.895020414	-0.101168801	0.126423596	0.977536126	-0.067258966	0.121602836	-0.490371865	0.901090165	-0.989580419	-0.96968167	-0.985545694	-0.971051002	-0.964872616	-1	-0.995704323	-0.386185735	-0.280707469	0.363779659	-0.443177663	0.518746897	-0.227203435	0.264054774	-0.354672656	0.463666807	-0.524197697	0.56480733	-0.604741992	0.641068378	-0.066691192	-0.281064806	0.056458509	0.078352908	0.002956024	-0.000767679	-0.297042613	-0.221165132	-0.751391383
WALKING_DOWNSTAIRS	4	0.27996533	-0.009802009	-0.106777525	0.01119355	-0.218598325	-0.479185977	-0.041719896	-0.272595864	-0.480653547	0.315513226	-0.080921975	-0.372719631	0.05123747	0.118285946	0.567293641	-0.111314269	-0.473365802	-0.875944227	-0.870983747	-0.137581176	-0.481927755	-0.506029216	0.40213441	0.272496311	0.13183129	-0.33562628	0.31675868	-0.464283008	0.546409589	-0.053381159	0.203494079	-0.034760413	0.11370491	-0.08748786	0.174903909	-0.159257216	0.038144736	-0.339834098	0.392434002	-0.02467882	0.947731859	-0.062085277	0.148714809	-0.955258881	-0.932066041	-0.937753794	-0.956283704	-0.931615362	-0.939365895	0.890208827	-0.06860226	0.152809135	0.952570372	-0.053789546	0.13515758	-0.521392883	0.85847449	-0.993766162	-0.958577059	-0.958072879	-0.932008974	-0.944400472	-0.76653256	-0.848714699	-0.19361104	-0.656231087	0.712095889	-0.767291463	0.821847484	-0.022137242	0.020579607	-0.086401989	0.178934923	-0.415231663	0.444826524	-0.473646964	0.499028696	0.203122652	0.028837072	0.279932519	0.097186275	0.005637802	-0.007291378	-0.145759709	-0.146242295	-0.626646987
WALKING_UPSTAIRS	4	0.270876697	-0.03198043	-0.114219456	-0.204933043	-0.066689911	-0.372137778	-0.308203037	-0.104576854	-0.352160001	0.055189397	-0.090527317	-0.36749007	0.138761993	0.074523239	0.588500282	-0.179603959	-0.679177931	-0.826166132	-0.815954716	-0.495471711	-0.351549762	-0.383871065	0.416566138	0.267408959	-0.078364949	-0.493146022	0.377813807	-0.251457354	0.252739685	-0.218490968	0.216868305	-0.048645948	0.156000015	-0.237327251	0.197168028	-0.215672506	0.103789892	-0.302008547	0.169509983	-0.093561801	0.946264314	-0.232944305	0.084167538	-0.958495236	-0.923376019	-0.919619453	-0.959893173	-0.923275191	-0.923221114	0.886667881	-0.230941709	0.096386746	0.94991108	-0.223246713	0.068694938	-0.241637107	0.854685022	-0.909020102	-0.986972758	-0.963582833	-0.924280727	-0.932853832	-0.728934318	-1	-0.062028853	-0.656054393	0.700141388	-0.743318081	0.785633911	-0.413504836	0.431236596	-0.489989875	0.563743668	-0.661860457	0.678009728	-0.693342515	0.704873922	0.135996668	-0.441064849	0.142926607	0.056097191	0.023401899	0.003402808	-0.380488027	-0.281543175	-0.726495312
LAYING	5	0.278334326	-0.018304212	-0.107937604	-0.96593451	-0.969295613	-0.968562516	-0.9690619	-0.971518239	-0.967242339	-0.916661921	-0.551252918	-0.804347946	0.809767371	0.676765282	0.83164248	-0.967111433	-0.997090913	-0.999365639	-0.99832336	-0.975277713	-0.97839951	-0.965180972	-0.377266295	-0.555706465	-0.459250408	0.119673087	-0.06574217	-0.058441278	0.153620745	0.347014961	-0.062215597	0.165076915	0.015604773	0.194572553	-0.067023431	0.046931223	-0.144607962	0.000457382	0.066495096	-0.072762799	-0.483470598	0.954890346	0.263644692	-0.945695336	-0.985964054	-0.977076645	-0.950040603	-0.987026822	-0.977141133	-0.522587822	0.90611165	0.257177537	-0.446211563	0.96191976	0.260012212	-0.374431676	-0.998129664	0.826543739	-0.865014376	-0.961166	-0.98886903	-0.977662685	-0.822580488	-0.796754542	-0.59235562	-0.598885711	0.610726973	-0.622409425	0.63408689	0.084147665	-0.136777357	0.118051674	-0.069157263	-0.350152772	0.355620694	-0.360682408	0.362972745	-0.27818421	0.04566653	-0.165520043	0.084816482	0.007474608	-0.003040672	-0.983307862	-0.964560431	-0.985419368
SITTING	5	0.27369414	-0.009900835	-0.1085403	-0.980945022	-0.904335121	-0.92609474	-0.983796381	-0.904638734	-0.924651502	-0.920639452	-0.505361077	-0.776583885	0.824377385	0.661301153	0.808244526	-0.941041933	-0.999439008	-0.990728467	-0.991825397	-0.987172635	-0.926019282	-0.924666587	-0.432864807	-0.342452364	-0.402519299	0.026853256	0.069437705	0.074040126	-0.012231649	0.008326868	0.049401067	0.123077573	-0.030411244	0.032710045	-0.014073151	0.096153587	-0.173516934	-0.242619463	-0.345819531	0.096492505	0.880731444	0.168445524	0.143006858	-0.983137542	-0.93994298	-0.945009	-0.98329544	-0.94167512	-0.94707059	0.8124179	0.150834471	0.146091585	0.896956952	0.171286267	0.131779965	-0.192487562	0.700834084	-0.850828683	-0.938546165	-0.983800553	-0.948887395	-0.954532937	-0.807004974	-0.623029206	-0.577331915	-0.326881095	0.343218132	-0.359567836	0.376033164	-0.330534979	0.294528278	-0.30251107	0.329338457	-0.501252145	0.505588495	-0.509536184	0.510480504	-0.396293075	-0.499845135	0.241263749	0.074957741	-0.002787733	0.003386096	-0.97520485	-0.952786261	-0.97343653
STANDING	5	0.282544391	-0.007004186	-0.102171096	-0.968591816	-0.869439913	-0.869327322	-0.974083131	-0.871059739	-0.866048441	-0.892172557	-0.477080943	-0.745384787	0.814425205	0.643829861	0.774749986	-0.90864292	-0.998299726	-0.987725376	-0.974625321	-0.980680834	-0.897783458	-0.869574723	-0.358192479	-0.255889034	-0.260695878	0.069021801	0.052807854	0.064092033	-0.023184706	0.007594129	-0.023525108	0.212850721	-0.150661567	0.052987253	-0.047081157	0.131090774	-0.22279162	-0.104351188	-0.456685374	0.059353337	0.960188699	-0.038710127	0.138638437	-0.974088206	-0.931973943	-0.914608496	-0.974494291	-0.932269189	-0.915678383	0.893555997	-0.049312437	0.146897781	0.969870195	-0.03386939	0.120041106	-0.569703988	0.891311118	-0.994313056	-0.958103544	-0.975328317	-0.933641056	-0.920094957	-0.908045328	-0.751838796	-0.271935584	-0.315337592	0.330770908	-0.346138937	0.361543286	-0.451805806	0.419347195	-0.422816408	0.441923338	-0.537919085	0.542250471	-0.546173716	0.547010676	-0.037498948	-0.725674775	0.111721988	0.072518986	-0.002219902	-0.012281222	-0.96264708	-0.931217141	-0.963832119
WALKING	5	0.277842346	-0.017285032	-0.107741776	-0.294098534	0.076748403	-0.457021436	-0.324211425	0.021252454	-0.417584377	-0.144377075	0.07367039	-0.499221385	0.217721158	0.063352658	0.540597218	-0.175104003	-0.739167283	-0.773397337	-0.862056129	-0.366868937	-0.30318602	-0.358814041	0.409693295	0.307906792	0.16775332	-0.472014768	0.411644821	-0.211060649	0.136457804	-0.292247917	0.247150477	0.101572075	-0.026109343	-0.228261036	0.222978547	0.076017365	-0.294159251	0.107216143	-0.091306386	0.382942762	0.97262496	-0.100440285	0.002476236	-0.979348381	-0.961585475	-0.964580804	-0.979942638	-0.962108264	-0.966083311	0.905658394	-0.112925876	0.002440916	0.984596124	-0.082913769	-0.003969689	-0.697307597	0.923963574	-0.983869231	-0.99871788	-0.981050885	-0.963198642	-0.970167138	-1	-0.995889901	-0.735944567	-0.416754127	0.48780734	-0.555474587	0.619650627	-0.163068794	0.217573574	-0.331194661	0.464420638	-0.232965049	0.269562126	-0.304255558	0.33463641	0.156254979	-0.132134901	0.071927598	0.084588883	-0.01631941	8.32E-05	-0.302891025	-0.091039743	-0.612895319
WALKING_DOWNSTAIRS	5	0.293543927	-0.008501075	-0.100319931	0.27504611	0.090763076	-0.325891435	0.20251292	0.013366499	-0.32839222	0.524000558	0.201467588	-0.346057909	-0.086853774	-0.034003417	0.348868342	0.145925248	-0.178396773	-0.761162818	-0.789104448	0.043436354	-0.291690597	-0.361565122	0.288756102	0.316038404	0.207996622	-0.395626793	0.228191898	-0.066809124	0.18923373	-0.132327887	0.11992954	0.262637123	-0.065565678	-0.213035707	0.200727524	0.078176532	-0.252560668	-0.204964381	0.010450489	0.348959158	0.956649353	-0.060757832	0.021677791	-0.950490939	-0.912363421	-0.927192733	-0.951249893	-0.912321554	-0.929775253	0.900854455	-0.062999041	0.02989348	0.959008508	-0.059031316	0.005479829	-0.810339613	0.881998533	-0.990756669	-0.998498076	-0.953332224	-0.91320372	-0.938339487	-0.792689816	-0.70390246	-0.294577087	-0.611232133	0.674441589	-0.736528356	0.797488249	-0.011598832	0.06890131	-0.198502594	0.354662177	-0.270008689	0.300295988	-0.329210328	0.354457685	0.085750668	-0.06273615	0.398456706	0.1096506	0.013761823	0.021339766	0.03224155	0.047361231	-0.522651638
WALKING_UPSTAIRS	5	0.26845947	-0.032526976	-0.107471454	-0.045723778	0.185022459	-0.308938979	-0.116970666	0.190486205	-0.291141907	0.170154644	0.031802073	-0.339425737	0.081391565	-0.014799423	0.431426511	0.02565593	-0.538524113	-0.721851596	-0.779073328	-0.250727104	-0.023797338	-0.297029929	0.417366364	0.256265878	0.064970504	-0.517909801	0.36694686	-0.105375741	0.073183403	-0.29338784	0.191669861	0.141149632	-0.003654976	-0.319318679	0.298527329	-0.14141192	-0.154475363	-0.245473467	-0.001134168	0.29220519	0.936821835	-0.265942569	-0.023203536	-0.953579969	-0.90051172	-0.92141958	-0.954810793	-0.901152206	-0.924710367	0.880457558	-0.254435933	-0.01391086	0.941260237	-0.260124517	-0.042151784	-0.295857268	0.830365779	-0.874714516	-0.997569966	-0.957764185	-0.903603421	-0.934412218	-0.5665672	-1	-0.915308549	-0.570934668	0.622347712	-0.671925211	0.719665447	-0.392882254	0.420003061	-0.490210346	0.575862207	-0.458776663	0.476329023	-0.492515303	0.504693078	0.467915173	-0.185557102	0.106622183	0.079544348	0.014013036	-0.025590953	-0.223896564	-0.125026613	-0.638369032
LAYING	6	0.24865652	-0.010252917	-0.13311957	-0.934049422	-0.924644826	-0.9252161	-0.938200964	-0.930008477	-0.923557279	-0.898465991	-0.504664048	-0.789971234	0.762568251	0.659767627	0.788505305	-0.917550688	-0.979558636	-0.992347937	-0.987104135	-0.944737627	-0.949794073	-0.92362018	-0.294607332	-0.398550642	-0.526067264	-0.132961765	0.133759624	-0.009853675	-0.025091226	0.217325973	-0.054250015	0.292104179	-0.059318358	0.146490106	-0.02703885	0.049969199	-0.19981774	0.011299592	-0.262282682	-0.129551623	-0.476709879	0.956593814	0.175867709	-0.88774631	-0.959161956	-0.928130738	-0.889213758	-0.961227786	-0.929957902	-0.494975407	0.911825806	0.183468785	-0.45564956	0.951792929	0.161805471	-0.554729539	-0.991163929	0.838067269	-0.885088178	-0.894516418	-0.967145574	-0.935566546	-0.746790934	-0.775792849	-0.406919827	-0.550324779	0.561869965	-0.573350138	0.584919052	0.084495732	-0.112649149	0.067641738	0.007353673	-0.367482961	0.373570718	-0.379384486	0.382528472	-0.158876823	-0.215781423	-0.185444729	0.096348196	-0.001145292	0.003288173	-0.966341055	-0.933674494	-0.959646055
SITTING	6	0.276778487	-0.014591162	-0.110127729	-0.980164934	-0.923682131	-0.925797097	-0.98415673	-0.928565312	-0.928520908	-0.914001009	-0.518334584	-0.769885365	0.822661514	0.655879405	0.793533519	-0.950293103	-0.999544141	-0.996150242	-0.993313137	-0.988993716	-0.952358087	-0.933748145	-0.439885119	-0.357703755	-0.306494393	0.055448933	0.087587323	0.046893453	0.0712969	0.003810642	0.048180831	0.184362529	-0.126432126	0.028654389	0.026525451	0.055837633	-0.132965935	-0.003709924	-0.245166592	0.018281062	0.933692935	0.068262866	0.069521966	-0.988872369	-0.960875995	-0.955475832	-0.989208492	-0.962525322	-0.955856182	0.862230079	0.04789488	0.07068217	0.949724693	0.078751681	0.061281809	-0.296672907	0.822941138	-0.952121453	-0.941797638	-0.990254699	-0.968365952	-0.957367928	-0.939943161	-0.75309287	-0.660326689	-0.241852521	0.283651169	-0.325942811	0.368777555	-0.209459079	0.182075013	-0.207769582	0.255632784	-0.434524895	0.449209448	-0.463618294	0.475184106	-0.074229699	-0.116305036	0.157669552	0.075472164	2.56E-06	0.006237278	-0.969929476	-0.945143686	-0.958572953
STANDING	6	0.280346249	-0.018123633	-0.112172832	-0.98175816	-0.921493192	-0.925692372	-0.985293206	-0.92387055	-0.924938739	-0.914653513	-0.519658324	-0.777625245	0.825806424	0.653953064	0.801430401	-0.945969046	-0.999412241	-0.997248772	-0.992031657	-0.988808262	-0.940208417	-0.928748443	-0.456147217	-0.375715567	-0.349304367	0.158718009	-0.009496503	0.115658305	0.018000571	-0.077873252	0.023777911	0.210002857	-0.12218751	0.016677159	0.005485483	0.092693888	-0.254546268	0.132309112	-0.172404704	0.226600479	0.945139004	-0.230251036	0.013919347	-0.985583067	-0.968449101	-0.942795062	-0.985626306	-0.96844522	-0.943607808	0.874999451	-0.242817514	0.01747285	0.960486925	-0.209329873	0.002221382	-0.147041949	0.851939134	-0.908973198	-0.964638976	-0.985568794	-0.968276195	-0.946242039	-0.883003696	-1	-0.598219637	-0.24807001	0.276833363	-0.30588327	0.335294076	-0.44401468	0.411922673	-0.41630228	0.436447569	-0.504359287	0.508093177	-0.511437537	0.511778303	0.461841932	0.116858899	0.384742871	0.07306996	0.00871884	-0.004817122	-0.973132636	-0.949362277	-0.967547242
WALKING	6	0.283658868	-0.016895419	-0.110303166	-0.296538717	0.164213885	-0.504324207	-0.364913547	0.147044979	-0.501267576	-0.01419337	0.133092995	-0.447302828	0.036036345	-0.002674268	0.502277692	-0.18703728	-0.748493984	-0.73524211	-0.881317397	-0.48414001	-0.140555266	-0.509185894	0.385355548	0.375026136	0.10558227	-0.282499961	0.298892288	-0.140100444	0.113012876	-0.279175259	0.245289229	0.124496337	-0.148639599	0.013835689	0.112242889	0.049286778	-0.142271703	-0.212159445	-0.326302523	0.366354059	0.958067455	-0.214694852	0.033188883	-0.977779896	-0.964248568	-0.957205026	-0.97822273	-0.965149806	-0.958107239	0.891815346	-0.224688234	0.035113487	0.970355326	-0.194814753	0.026201734	-0.404627823	0.885496415	-0.924444877	-0.997886072	-0.979351621	-0.968020759	-0.962087922	-0.994039422	-1	-0.344448728	-0.297995669	0.37769684	-0.453748393	0.526005833	-0.146767376	0.174090305	-0.259048366	0.363616478	-0.176298818	0.209515912	-0.241342301	0.269511144	0.3250973	-0.026528594	0.01691397	0.069958588	-0.016483172	-0.007389312	-0.132784767	0.008088974	-0.575777466
WALKING_DOWNSTAIRS	6	0.277045258	-0.01953684	-0.107209356	0.38368164	0.360164959	-0.320204233	0.311584378	0.258880874	-0.338160711	0.601637639	0.21337527	-0.280326228	-0.125513916	-0.276804846	0.323444321	0.272606145	-0.037493284	-0.637543702	-0.764820073	0.135444054	-0.164642717	-0.382274575	0.304254765	0.377519852	0.144277362	-0.355440768	0.227867547	-0.135003255	0.253869889	-0.165598684	0.113245973	0.316067235	-0.164146292	0.158911267	0.049360513	0.109805344	-0.093646846	-0.475086836	-0.248693688	0.12910857	0.928531455	-0.214046334	-0.003079817	-0.954406268	-0.933577601	-0.934378766	-0.955840821	-0.93401939	-0.934617143	0.871806612	-0.217169262	0.003429901	0.932178559	-0.204091408	-0.016029649	-0.483967673	0.808732311	-0.924255327	-0.998814556	-0.958845495	-0.935125582	-0.937901387	-0.385376758	-1	-0.679300867	-0.564734952	0.62738715	-0.688132474	0.746941292	-0.051986404	0.10400415	-0.224802967	0.370458111	-0.028051067	0.070609577	-0.112196585	0.150837345	0.21589154	0.168314926	0.319951214	0.103681344	0.009876858	-0.009324706	0.165271071	0.27654403	-0.336817322
WALKING_UPSTAIRS	6	0.268229355	-0.027242539	-0.122082439	-0.050135019	0.189276117	-0.353519515	-0.11620827	0.144944545	-0.354623361	0.266699665	0.000426537	-0.330165787	0.139452278	-0.111621122	0.411795619	-0.00476603	-0.545813102	-0.723024892	-0.798916933	-0.286775314	-0.159827544	-0.378434463	0.145576437	0.355607625	0.08350018	-0.509555354	0.350032692	-0.077142395	0.098893013	-0.265832274	0.158435351	0.268931988	-0.205435347	-0.238204173	0.162812465	0.169294087	-0.225548088	-0.278743279	-0.221942319	0.056952618	0.913632242	-0.340732609	-0.018460896	-0.959399425	-0.912900683	-0.906196352	-0.960402486	-0.913284816	-0.90813617	0.854050827	-0.33278323	-0.004884273	0.919641299	-0.331891139	-0.039829018	-0.134219335	0.770671348	-0.796079914	-0.996924786	-0.963007287	-0.914914109	-0.917154533	-0.389496267	-1	-0.792722638	-0.557814384	0.616526837	-0.67369864	0.729318478	-0.331098203	0.355051623	-0.426535112	0.515580173	-0.362999998	0.390164526	-0.416654587	0.439953447	0.652229049	0.438586861	0.404808186	0.07210675	0.003713434	-0.002378166	-0.180301156	-0.041399465	-0.560830688
LAYING	7	0.250176694	-0.020441152	-0.101361037	-0.93651361	-0.926262669	-0.952978366	-0.938656584	-0.926829713	-0.95584071	-0.905658805	-0.536589133	-0.776739001	0.777488673	0.656384721	0.826605571	-0.935422842	-0.988989625	-0.994176371	-0.993564975	-0.943660837	-0.943667546	-0.962043949	-0.180395521	-0.496314806	-0.421867473	-0.115596741	-0.02914088	-0.004202511	0.0797888	0.071449116	-0.086292865	0.163134271	-0.04423417	0.22729537	-0.081249169	0.137547583	-0.166258808	0.555107791	-0.513112846	-0.484447446	-0.502814251	0.393444278	0.907537823	-0.91422127	-0.955543549	-0.961908984	-0.915924684	-0.956076519	-0.963594251	-0.530298727	0.370534926	0.897508008	-0.470957586	0.40374767	0.896470509	-0.125197156	-0.992574499	-0.6083613	0.625353133	-0.921936252	-0.958794964	-0.969687265	-0.671009827	-0.494183868	-0.619800697	-0.777673086	0.779352216	-0.780658946	0.781782892	-0.506416951	0.464591363	-0.45424533	0.458072509	-0.277799659	0.285788843	-0.293428428	0.29845925	0.649906385	-0.680264725	-0.845483259	0.096890402	0.025062418	-0.013165392	-0.980977756	-0.97309316	-0.972983064
SITTING	7	0.284674637	-0.014610976	-0.122464598	-0.972668375	-0.909454699	-0.856532941	-0.975661489	-0.909281617	-0.846778797	-0.90692663	-0.527722607	-0.753828982	0.832704541	0.655000882	0.778976114	-0.919770462	-0.996984059	-0.992955454	-0.952234134	-0.982513291	-0.933340311	-0.838216301	-0.478617125	-0.424228615	-0.337251931	0.097073153	0.02405802	-0.007746952	0.086269751	0.085678255	-0.071904669	0.157119594	-0.010278574	0.02177247	-0.031676857	0.050565608	-0.100234597	-0.218557332	-0.353811252	0.421619252	0.969147824	0.006088466	0.064963625	-0.957082433	-0.945436265	-0.868602535	-0.959672792	-0.946652775	-0.869997011	0.903373667	-0.005814671	0.090059748	0.965687369	0.016356904	0.040219608	-0.724831426	0.915722663	-0.995934533	-0.984730741	-0.968998371	-0.9530546	-0.878197369	-0.948318602	-0.647995277	-0.299647269	-0.432952927	0.443185654	-0.453224149	0.463190483	-0.532505187	0.504121673	-0.506331576	0.521846567	-0.603297484	0.606988417	-0.610216507	0.610201524	-0.397478885	-0.423067255	0.560435505	0.066851979	0.011686342	0.016200414	-0.982158098	-0.969458676	-0.972256473
STANDING	7	0.282723539	-0.014574034	-0.09977783	-0.97930757	-0.923400922	-0.917064168	-0.982582662	-0.924302112	-0.915426923	-0.917703703	-0.527940173	-0.763962556	0.823636339	0.660726356	0.807734825	-0.942242368	-0.99942307	-0.996609035	-0.989168785	-0.98664039	-0.939351455	-0.911188638	-0.348334165	-0.366490519	-0.291277253	0.048251186	0.013376882	-0.053432519	0.302625801	-0.05706331	0.00660506	0.161757069	-0.125190847	-0.015286486	0.015182578	0.037926607	-0.157290304	0.017279483	-0.047727284	0.358261617	0.958728688	-0.117607049	-0.051657372	-0.987917504	-0.966162999	-0.939161015	-0.987967283	-0.966081035	-0.939164499	0.887544832	-0.132831976	-0.047583904	0.974451806	-0.099121292	-0.064357239	-0.335741687	0.88728666	-0.978754636	-0.948684328	-0.98821689	-0.9661213	-0.939691263	-0.961002108	-1	-0.686344533	-0.483871992	0.521138061	-0.558706679	0.596658271	-0.561521409	0.533514258	-0.534179813	0.547407776	-0.555872549	0.560918073	-0.565596449	0.567193397	0.387713513	0.35313509	0.399430992	0.075191511	0.006947004	-0.010842029	-0.976403545	-0.96581061	-0.972060053
WALKING	7	0.275592962	-0.018653665	-0.110912235	-0.327243241	-0.077261856	0.159631283	-0.338138098	-0.136694056	0.152464596	-0.129966299	-0.171663717	-0.259122444	0.338173968	0.047814431	-3.33E-05	-0.065678987	-0.767322306	-0.826470823	-0.3909207	-0.35625155	-0.44500536	0.036230389	0.246535614	0.374220363	0.356818019	-0.377469425	0.291509623	-0.109186565	0.107585845	0.010826462	0.025227175	0.315437494	-0.08800255	-0.144636848	0.15321441	0.069001374	-0.119213853	-0.280009889	-0.194985285	0.602064229	0.932566472	-0.159097004	-0.160846924	-0.979851271	-0.969404155	-0.952159771	-0.980253222	-0.970019425	-0.95285198	0.865467835	-0.173053147	-0.156876781	0.945493293	-0.139100352	-0.169969662	-0.224057156	0.819914679	-0.960245281	-0.891836682	-0.980859782	-0.972355756	-0.955655677	-0.740082656	-1	-0.810683568	-0.449712398	0.519731626	-0.586592671	0.650202417	0.081480371	-0.040396424	-0.075886042	0.218685987	-0.267589881	0.36703275	-0.464883341	0.558430387	0.002659988	0.187488616	0.424212272	0.090146265	0.018432272	-0.021039855	-0.346026226	-0.054744895	-0.149488514
WALKING_DOWNSTAIRS	7	0.28030708	-0.016633237	-0.096938309	0.06608156	-0.138179073	-0.063640245	-0.030378985	-0.201005457	-0.123569202	0.493768974	-0.10478024	-0.394879215	0.194125797	0.102738019	0.037306157	0.01445664	-0.415271593	-0.84672069	-0.580276839	-0.331440536	-0.453074632	-0.361101488	0.043588902	0.270299867	0.423870614	-0.387286021	0.270446408	-0.069462917	0.145863642	-0.215666493	0.201075513	0.026845857	0.090710513	-0.253104388	0.302525473	-0.21843365	0.153707633	-0.484299132	-0.644684262	0.436971174	0.930623633	-0.129871673	-0.154935539	-0.964875963	-0.952678694	-0.928756469	-0.965327557	-0.953734037	-0.92974478	0.868761487	-0.140251181	-0.147330986	0.938052959	-0.116038135	-0.170869643	-0.309948005	0.814698021	-0.975200684	-0.905826818	-0.965318363	-0.957733068	-0.932529245	-0.618743299	-1	-0.773450187	-0.483101584	0.554863449	-0.624451459	0.691799481	-0.338812812	0.347183664	-0.401178414	0.472403753	-0.337705835	0.41718145	-0.496437139	0.572659846	0.162961595	-0.095465897	0.356845219	0.096892618	-0.019106108	-0.016039039	0.028503393	-0.296279675	-0.347107758
